clip_id,clip_path,openface_csv,is_accepted,reject_reason
second_quarter_0018_10s,data\private\clips\second_quarter_0018_10s.mp4,data\private\features\openface\second_quarter_0018_10s.csv,0,too_few_success_frames
second_quarter_0019_10s,data\private\clips\second_quarter_0019_10s.mp4,data\private\features\openface\second_quarter_0019_10s.csv,1,
second_quarter_0022_10s,data\private\clips\second_quarter_0022_10s.mp4,data\private\features\openface\second_quarter_0022_10s.csv,0,too_few_success_frames
second_quarter_0024_10s,data\private\clips\second_quarter_0024_10s.mp4,data\private\features\openface\second_quarter_0024_10s.csv,0,too_few_success_frames
second_quarter_0025_10s,data\private\clips\second_quarter_0025_10s.mp4,data\private\features\openface\second_quarter_0025_10s.csv,0,too_few_success_frames
second_quarter_0026_10s,data\private\clips\second_quarter_0026_10s.mp4,data\private\features\openface\second_quarter_0026_10s.csv,1,
second_quarter_0027_10s,data\private\clips\second_quarter_0027_10s.mp4,data\private\features\openface\second_quarter_0027_10s.csv,1,
second_quarter_0028_10s,data\private\clips\second_quarter_0028_10s.mp4,data\private\features\openface\second_quarter_0028_10s.csv,1,
second_quarter_0029_10s,data\private\clips\second_quarter_0029_10s.mp4,data\private\features\openface\second_quarter_0029_10s.csv,1,
second_quarter_0030_10s,data\private\clips\second_quarter_0030_10s.mp4,data\private\features\openface\second_quarter_0030_10s.csv,1,
second_quarter_0031_10s,data\private\clips\second_quarter_0031_10s.mp4,data\private\features\openface\second_quarter_0031_10s.csv,0,too_few_success_frames
second_quarter_0032_10s,data\private\clips\second_quarter_0032_10s.mp4,data\private\features\openface\second_quarter_0032_10s.csv,0,too_few_success_frames
second_quarter_0033_10s,data\private\clips\second_quarter_0033_10s.mp4,data\private\features\openface\second_quarter_0033_10s.csv,1,
second_quarter_0034_10s,data\private\clips\second_quarter_0034_10s.mp4,data\private\features\openface\second_quarter_0034_10s.csv,0,too_few_success_frames
second_quarter_0035_10s,data\private\clips\second_quarter_0035_10s.mp4,data\private\features\openface\second_quarter_0035_10s.csv,0,too_few_success_frames
second_quarter_0036_10s,data\private\clips\second_quarter_0036_10s.mp4,data\private\features\openface\second_quarter_0036_10s.csv,0,too_few_success_frames
second_quarter_0038_10s,data\private\clips\second_quarter_0038_10s.mp4,data\private\features\openface\second_quarter_0038_10s.csv,1,
second_quarter_0039_10s,data\private\clips\second_quarter_0039_10s.mp4,data\private\features\openface\second_quarter_0039_10s.csv,1,
second_quarter_0040_10s,data\private\clips\second_quarter_0040_10s.mp4,data\private\features\openface\second_quarter_0040_10s.csv,1,
second_quarter_0041_10s,data\private\clips\second_quarter_0041_10s.mp4,data\private\features\openface\second_quarter_0041_10s.csv,0,too_few_success_frames
second_quarter_0042_10s,data\private\clips\second_quarter_0042_10s.mp4,data\private\features\openface\second_quarter_0042_10s.csv,1,
second_quarter_0044_10s,data\private\clips\second_quarter_0044_10s.mp4,data\private\features\openface\second_quarter_0044_10s.csv,1,
second_quarter_0045_10s,data\private\clips\second_quarter_0045_10s.mp4,data\private\features\openface\second_quarter_0045_10s.csv,1,
second_quarter_0046_10s,data\private\clips\second_quarter_0046_10s.mp4,data\private\features\openface\second_quarter_0046_10s.csv,1,
second_quarter_0047_10s,data\private\clips\second_quarter_0047_10s.mp4,data\private\features\openface\second_quarter_0047_10s.csv,1,
second_quarter_0048_10s,data\private\clips\second_quarter_0048_10s.mp4,data\private\features\openface\second_quarter_0048_10s.csv,0,too_few_success_frames
second_quarter_0049_10s,data\private\clips\second_quarter_0049_10s.mp4,data\private\features\openface\second_quarter_0049_10s.csv,0,too_few_success_frames
second_quarter_0050_10s,data\private\clips\second_quarter_0050_10s.mp4,data\private\features\openface\second_quarter_0050_10s.csv,0,low_success_ratio
second_quarter_0051_10s,data\private\clips\second_quarter_0051_10s.mp4,data\private\features\openface\second_quarter_0051_10s.csv,0,too_few_success_frames
second_quarter_0053_10s,data\private\clips\second_quarter_0053_10s.mp4,data\private\features\openface\second_quarter_0053_10s.csv,1,
second_quarter_0054_10s,data\private\clips\second_quarter_0054_10s.mp4,data\private\features\openface\second_quarter_0054_10s.csv,0,too_few_success_frames
second_quarter_0055_10s,data\private\clips\second_quarter_0055_10s.mp4,data\private\features\openface\second_quarter_0055_10s.csv,1,
second_quarter_0056_10s,data\private\clips\second_quarter_0056_10s.mp4,data\private\features\openface\second_quarter_0056_10s.csv,0,too_few_success_frames
second_quarter_0057_10s,data\private\clips\second_quarter_0057_10s.mp4,data\private\features\openface\second_quarter_0057_10s.csv,1,
second_quarter_0058_10s,data\private\clips\second_quarter_0058_10s.mp4,data\private\features\openface\second_quarter_0058_10s.csv,0,too_few_success_frames
second_quarter_0059_10s,data\private\clips\second_quarter_0059_10s.mp4,data\private\features\openface\second_quarter_0059_10s.csv,0,too_few_success_frames
second_quarter_0061_10s,data\private\clips\second_quarter_0061_10s.mp4,data\private\features\openface\second_quarter_0061_10s.csv,0,too_few_success_frames
second_quarter_0062_10s,data\private\clips\second_quarter_0062_10s.mp4,data\private\features\openface\second_quarter_0062_10s.csv,0,too_few_success_frames
second_quarter_0063_10s,data\private\clips\second_quarter_0063_10s.mp4,data\private\features\openface\second_quarter_0063_10s.csv,1,
second_quarter_0064_10s,data\private\clips\second_quarter_0064_10s.mp4,data\private\features\openface\second_quarter_0064_10s.csv,0,too_few_success_frames
second_quarter_0065_10s,data\private\clips\second_quarter_0065_10s.mp4,data\private\features\openface\second_quarter_0065_10s.csv,1,
second_quarter_0066_10s,data\private\clips\second_quarter_0066_10s.mp4,data\private\features\openface\second_quarter_0066_10s.csv,0,too_few_success_frames
second_quarter_0070_10s,data\private\clips\second_quarter_0070_10s.mp4,data\private\features\openface\second_quarter_0070_10s.csv,0,too_few_success_frames
second_quarter_0071_10s,data\private\clips\second_quarter_0071_10s.mp4,data\private\features\openface\second_quarter_0071_10s.csv,1,
second_quarter_0084_10s,data\private\clips\second_quarter_0084_10s.mp4,data\private\features\openface\second_quarter_0084_10s.csv,0,too_few_success_frames
second_quarter_0095_10s,data\private\clips\second_quarter_0095_10s.mp4,data\private\features\openface\second_quarter_0095_10s.csv,0,too_few_success_frames
second_quarter_0098_10s,data\private\clips\second_quarter_0098_10s.mp4,data\private\features\openface\second_quarter_0098_10s.csv,0,too_few_success_frames
second_quarter_0106_10s,data\private\clips\second_quarter_0106_10s.mp4,data\private\features\openface\second_quarter_0106_10s.csv,0,too_few_success_frames
second_quarter_0107_10s,data\private\clips\second_quarter_0107_10s.mp4,data\private\features\openface\second_quarter_0107_10s.csv,0,too_few_success_frames
second_quarter_0112_10s,data\private\clips\second_quarter_0112_10s.mp4,data\private\features\openface\second_quarter_0112_10s.csv,0,too_few_success_frames
second_quarter_0131_10s,data\private\clips\second_quarter_0131_10s.mp4,data\private\features\openface\second_quarter_0131_10s.csv,0,too_few_success_frames
second_quarter_0132_10s,data\private\clips\second_quarter_0132_10s.mp4,data\private\features\openface\second_quarter_0132_10s.csv,1,
second_quarter_0134_10s,data\private\clips\second_quarter_0134_10s.mp4,data\private\features\openface\second_quarter_0134_10s.csv,0,too_few_success_frames
second_quarter_0135_10s,data\private\clips\second_quarter_0135_10s.mp4,data\private\features\openface\second_quarter_0135_10s.csv,0,too_few_success_frames
second_quarter_0136_10s,data\private\clips\second_quarter_0136_10s.mp4,data\private\features\openface\second_quarter_0136_10s.csv,0,too_few_success_frames
second_quarter_0137_10s,data\private\clips\second_quarter_0137_10s.mp4,data\private\features\openface\second_quarter_0137_10s.csv,0,too_few_success_frames
second_quarter_0139_10s,data\private\clips\second_quarter_0139_10s.mp4,data\private\features\openface\second_quarter_0139_10s.csv,1,
second_quarter_0140_10s,data\private\clips\second_quarter_0140_10s.mp4,data\private\features\openface\second_quarter_0140_10s.csv,0,too_few_success_frames
second_quarter_0141_10s,data\private\clips\second_quarter_0141_10s.mp4,data\private\features\openface\second_quarter_0141_10s.csv,0,too_few_success_frames
second_quarter_0142_10s,data\private\clips\second_quarter_0142_10s.mp4,data\private\features\openface\second_quarter_0142_10s.csv,0,too_few_success_frames
second_quarter_0143_10s,data\private\clips\second_quarter_0143_10s.mp4,data\private\features\openface\second_quarter_0143_10s.csv,0,too_few_success_frames
second_quarter_0144_10s,data\private\clips\second_quarter_0144_10s.mp4,data\private\features\openface\second_quarter_0144_10s.csv,0,too_few_success_frames
second_quarter_0146_10s,data\private\clips\second_quarter_0146_10s.mp4,data\private\features\openface\second_quarter_0146_10s.csv,0,too_few_success_frames
second_quarter_0147_10s,data\private\clips\second_quarter_0147_10s.mp4,data\private\features\openface\second_quarter_0147_10s.csv,0,too_few_success_frames
second_quarter_0148_10s,data\private\clips\second_quarter_0148_10s.mp4,data\private\features\openface\second_quarter_0148_10s.csv,0,too_few_success_frames
second_quarter_0150_10s,data\private\clips\second_quarter_0150_10s.mp4,data\private\features\openface\second_quarter_0150_10s.csv,0,low_success_ratio
second_quarter_0151_10s,data\private\clips\second_quarter_0151_10s.mp4,data\private\features\openface\second_quarter_0151_10s.csv,0,low_success_ratio
second_quarter_0152_10s,data\private\clips\second_quarter_0152_10s.mp4,data\private\features\openface\second_quarter_0152_10s.csv,1,
second_quarter_0154_10s,data\private\clips\second_quarter_0154_10s.mp4,data\private\features\openface\second_quarter_0154_10s.csv,0,too_few_success_frames
second_quarter_0155_10s,data\private\clips\second_quarter_0155_10s.mp4,data\private\features\openface\second_quarter_0155_10s.csv,1,
second_quarter_0156_10s,data\private\clips\second_quarter_0156_10s.mp4,data\private\features\openface\second_quarter_0156_10s.csv,0,too_few_success_frames
second_quarter_0157_10s,data\private\clips\second_quarter_0157_10s.mp4,data\private\features\openface\second_quarter_0157_10s.csv,0,too_few_success_frames
second_quarter_0158_10s,data\private\clips\second_quarter_0158_10s.mp4,data\private\features\openface\second_quarter_0158_10s.csv,1,
second_quarter_0159_10s,data\private\clips\second_quarter_0159_10s.mp4,data\private\features\openface\second_quarter_0159_10s.csv,0,too_few_success_frames
second_quarter_0160_10s,data\private\clips\second_quarter_0160_10s.mp4,data\private\features\openface\second_quarter_0160_10s.csv,1,
second_quarter_0162_10s,data\private\clips\second_quarter_0162_10s.mp4,data\private\features\openface\second_quarter_0162_10s.csv,1,
second_quarter_0163_10s,data\private\clips\second_quarter_0163_10s.mp4,data\private\features\openface\second_quarter_0163_10s.csv,0,too_few_success_frames
second_quarter_0164_10s,data\private\clips\second_quarter_0164_10s.mp4,data\private\features\openface\second_quarter_0164_10s.csv,0,too_few_success_frames
second_quarter_0165_10s,data\private\clips\second_quarter_0165_10s.mp4,data\private\features\openface\second_quarter_0165_10s.csv,1,
second_quarter_0166_10s,data\private\clips\second_quarter_0166_10s.mp4,data\private\features\openface\second_quarter_0166_10s.csv,0,too_few_success_frames
second_quarter_0167_10s,data\private\clips\second_quarter_0167_10s.mp4,data\private\features\openface\second_quarter_0167_10s.csv,0,too_few_success_frames
second_quarter_0169_10s,data\private\clips\second_quarter_0169_10s.mp4,data\private\features\openface\second_quarter_0169_10s.csv,1,
second_quarter_0170_10s,data\private\clips\second_quarter_0170_10s.mp4,data\private\features\openface\second_quarter_0170_10s.csv,0,too_few_success_frames
second_quarter_0171_10s,data\private\clips\second_quarter_0171_10s.mp4,data\private\features\openface\second_quarter_0171_10s.csv,1,
second_quarter_0173_10s,data\private\clips\second_quarter_0173_10s.mp4,data\private\features\openface\second_quarter_0173_10s.csv,0,too_few_success_frames
second_quarter_0174_10s,data\private\clips\second_quarter_0174_10s.mp4,data\private\features\openface\second_quarter_0174_10s.csv,0,too_few_success_frames
second_quarter_0175_10s,data\private\clips\second_quarter_0175_10s.mp4,data\private\features\openface\second_quarter_0175_10s.csv,0,too_few_success_frames
second_quarter_0177_10s,data\private\clips\second_quarter_0177_10s.mp4,data\private\features\openface\second_quarter_0177_10s.csv,0,low_success_ratio
second_quarter_0178_10s,data\private\clips\second_quarter_0178_10s.mp4,data\private\features\openface\second_quarter_0178_10s.csv,0,too_few_success_frames
second_quarter_0179_10s,data\private\clips\second_quarter_0179_10s.mp4,data\private\features\openface\second_quarter_0179_10s.csv,0,too_few_success_frames
second_quarter_0181_10s,data\private\clips\second_quarter_0181_10s.mp4,data\private\features\openface\second_quarter_0181_10s.csv,1,
second_quarter_0182_10s,data\private\clips\second_quarter_0182_10s.mp4,data\private\features\openface\second_quarter_0182_10s.csv,1,
second_quarter_0184_10s,data\private\clips\second_quarter_0184_10s.mp4,data\private\features\openface\second_quarter_0184_10s.csv,0,too_few_success_frames
second_quarter_0185_10s,data\private\clips\second_quarter_0185_10s.mp4,data\private\features\openface\second_quarter_0185_10s.csv,0,too_few_success_frames
second_quarter_0186_10s,data\private\clips\second_quarter_0186_10s.mp4,data\private\features\openface\second_quarter_0186_10s.csv,0,too_few_success_frames
second_quarter_0187_10s,data\private\clips\second_quarter_0187_10s.mp4,data\private\features\openface\second_quarter_0187_10s.csv,0,too_few_success_frames
second_quarter_0188_10s,data\private\clips\second_quarter_0188_10s.mp4,data\private\features\openface\second_quarter_0188_10s.csv,0,too_few_success_frames
second_quarter_0189_10s,data\private\clips\second_quarter_0189_10s.mp4,data\private\features\openface\second_quarter_0189_10s.csv,0,too_few_success_frames
second_quarter_0190_10s,data\private\clips\second_quarter_0190_10s.mp4,data\private\features\openface\second_quarter_0190_10s.csv,1,
second_quarter_0191_10s,data\private\clips\second_quarter_0191_10s.mp4,data\private\features\openface\second_quarter_0191_10s.csv,0,too_few_success_frames
second_quarter_0192_10s,data\private\clips\second_quarter_0192_10s.mp4,data\private\features\openface\second_quarter_0192_10s.csv,0,too_few_success_frames
second_quarter_0193_10s,data\private\clips\second_quarter_0193_10s.mp4,data\private\features\openface\second_quarter_0193_10s.csv,0,too_few_success_frames
second_quarter_0195_10s,data\private\clips\second_quarter_0195_10s.mp4,data\private\features\openface\second_quarter_0195_10s.csv,0,too_few_success_frames
second_quarter_0196_10s,data\private\clips\second_quarter_0196_10s.mp4,data\private\features\openface\second_quarter_0196_10s.csv,0,low_success_ratio
second_quarter_0198_10s,data\private\clips\second_quarter_0198_10s.mp4,data\private\features\openface\second_quarter_0198_10s.csv,0,too_few_success_frames
second_quarter_0199_10s,data\private\clips\second_quarter_0199_10s.mp4,data\private\features\openface\second_quarter_0199_10s.csv,1,
second_quarter_0200_10s,data\private\clips\second_quarter_0200_10s.mp4,data\private\features\openface\second_quarter_0200_10s.csv,1,
second_quarter_0202_10s,data\private\clips\second_quarter_0202_10s.mp4,data\private\features\openface\second_quarter_0202_10s.csv,1,
second_quarter_0203_10s,data\private\clips\second_quarter_0203_10s.mp4,data\private\features\openface\second_quarter_0203_10s.csv,0,too_few_success_frames
second_quarter_0204_10s,data\private\clips\second_quarter_0204_10s.mp4,data\private\features\openface\second_quarter_0204_10s.csv,1,
second_quarter_0205_10s,data\private\clips\second_quarter_0205_10s.mp4,data\private\features\openface\second_quarter_0205_10s.csv,0,too_few_success_frames
second_quarter_0208_10s,data\private\clips\second_quarter_0208_10s.mp4,data\private\features\openface\second_quarter_0208_10s.csv,0,too_few_success_frames
second_quarter_0209_10s,data\private\clips\second_quarter_0209_10s.mp4,data\private\features\openface\second_quarter_0209_10s.csv,1,
second_quarter_0210_10s,data\private\clips\second_quarter_0210_10s.mp4,data\private\features\openface\second_quarter_0210_10s.csv,1,
second_quarter_0211_10s,data\private\clips\second_quarter_0211_10s.mp4,data\private\features\openface\second_quarter_0211_10s.csv,1,
second_quarter_0212_10s,data\private\clips\second_quarter_0212_10s.mp4,data\private\features\openface\second_quarter_0212_10s.csv,1,
second_quarter_0213_10s,data\private\clips\second_quarter_0213_10s.mp4,data\private\features\openface\second_quarter_0213_10s.csv,1,
second_quarter_0214_10s,data\private\clips\second_quarter_0214_10s.mp4,data\private\features\openface\second_quarter_0214_10s.csv,0,too_few_success_frames
second_quarter_0215_10s,data\private\clips\second_quarter_0215_10s.mp4,data\private\features\openface\second_quarter_0215_10s.csv,1,
second_quarter_0216_10s,data\private\clips\second_quarter_0216_10s.mp4,data\private\features\openface\second_quarter_0216_10s.csv,0,too_few_success_frames
second_quarter_0217_10s,data\private\clips\second_quarter_0217_10s.mp4,data\private\features\openface\second_quarter_0217_10s.csv,1,
second_quarter_0218_10s,data\private\clips\second_quarter_0218_10s.mp4,data\private\features\openface\second_quarter_0218_10s.csv,0,too_few_success_frames
second_quarter_0219_10s,data\private\clips\second_quarter_0219_10s.mp4,data\private\features\openface\second_quarter_0219_10s.csv,0,too_few_success_frames
second_quarter_0220_10s,data\private\clips\second_quarter_0220_10s.mp4,data\private\features\openface\second_quarter_0220_10s.csv,0,too_few_success_frames
second_quarter_0224_10s,data\private\clips\second_quarter_0224_10s.mp4,data\private\features\openface\second_quarter_0224_10s.csv,1,
second_quarter_0228_10s,data\private\clips\second_quarter_0228_10s.mp4,data\private\features\openface\second_quarter_0228_10s.csv,0,too_few_success_frames
second_quarter_0230_10s,data\private\clips\second_quarter_0230_10s.mp4,data\private\features\openface\second_quarter_0230_10s.csv,0,too_few_success_frames
second_quarter_0231_10s,data\private\clips\second_quarter_0231_10s.mp4,data\private\features\openface\second_quarter_0231_10s.csv,1,
second_quarter_0232_10s,data\private\clips\second_quarter_0232_10s.mp4,data\private\features\openface\second_quarter_0232_10s.csv,0,too_few_success_frames
second_quarter_0233_10s,data\private\clips\second_quarter_0233_10s.mp4,data\private\features\openface\second_quarter_0233_10s.csv,1,
second_quarter_0234_10s,data\private\clips\second_quarter_0234_10s.mp4,data\private\features\openface\second_quarter_0234_10s.csv,1,
second_quarter_0235_10s,data\private\clips\second_quarter_0235_10s.mp4,data\private\features\openface\second_quarter_0235_10s.csv,1,
second_quarter_0236_10s,data\private\clips\second_quarter_0236_10s.mp4,data\private\features\openface\second_quarter_0236_10s.csv,1,
second_quarter_0238_10s,data\private\clips\second_quarter_0238_10s.mp4,data\private\features\openface\second_quarter_0238_10s.csv,1,
second_quarter_0239_10s,data\private\clips\second_quarter_0239_10s.mp4,data\private\features\openface\second_quarter_0239_10s.csv,1,
second_quarter_0240_10s,data\private\clips\second_quarter_0240_10s.mp4,data\private\features\openface\second_quarter_0240_10s.csv,1,
second_quarter_0242_10s,data\private\clips\second_quarter_0242_10s.mp4,data\private\features\openface\second_quarter_0242_10s.csv,1,
second_quarter_0243_10s,data\private\clips\second_quarter_0243_10s.mp4,data\private\features\openface\second_quarter_0243_10s.csv,1,
second_quarter_0244_10s,data\private\clips\second_quarter_0244_10s.mp4,data\private\features\openface\second_quarter_0244_10s.csv,1,
second_quarter_0245_10s,data\private\clips\second_quarter_0245_10s.mp4,data\private\features\openface\second_quarter_0245_10s.csv,0,low_success_ratio
second_quarter_0246_10s,data\private\clips\second_quarter_0246_10s.mp4,data\private\features\openface\second_quarter_0246_10s.csv,1,
second_quarter_0247_10s,data\private\clips\second_quarter_0247_10s.mp4,data\private\features\openface\second_quarter_0247_10s.csv,1,
second_quarter_0248_10s,data\private\clips\second_quarter_0248_10s.mp4,data\private\features\openface\second_quarter_0248_10s.csv,1,
second_quarter_0249_10s,data\private\clips\second_quarter_0249_10s.mp4,data\private\features\openface\second_quarter_0249_10s.csv,0,low_success_ratio
second_quarter_0250_10s,data\private\clips\second_quarter_0250_10s.mp4,data\private\features\openface\second_quarter_0250_10s.csv,1,
second_quarter_0251_10s,data\private\clips\second_quarter_0251_10s.mp4,data\private\features\openface\second_quarter_0251_10s.csv,0,too_few_success_frames
second_quarter_0253_10s,data\private\clips\second_quarter_0253_10s.mp4,data\private\features\openface\second_quarter_0253_10s.csv,0,too_few_success_frames
second_quarter_0254_10s,data\private\clips\second_quarter_0254_10s.mp4,data\private\features\openface\second_quarter_0254_10s.csv,0,too_few_success_frames
second_quarter_0257_10s,data\private\clips\second_quarter_0257_10s.mp4,data\private\features\openface\second_quarter_0257_10s.csv,1,
second_quarter_0258_10s,data\private\clips\second_quarter_0258_10s.mp4,data\private\features\openface\second_quarter_0258_10s.csv,0,too_few_success_frames
second_quarter_0260_10s,data\private\clips\second_quarter_0260_10s.mp4,data\private\features\openface\second_quarter_0260_10s.csv,0,too_few_success_frames
second_quarter_0261_10s,data\private\clips\second_quarter_0261_10s.mp4,data\private\features\openface\second_quarter_0261_10s.csv,0,too_few_success_frames
second_quarter_0262_10s,data\private\clips\second_quarter_0262_10s.mp4,data\private\features\openface\second_quarter_0262_10s.csv,0,too_few_success_frames
second_quarter_0263_10s,data\private\clips\second_quarter_0263_10s.mp4,data\private\features\openface\second_quarter_0263_10s.csv,1,
second_quarter_0264_10s,data\private\clips\second_quarter_0264_10s.mp4,data\private\features\openface\second_quarter_0264_10s.csv,0,low_success_ratio
second_quarter_0265_10s,data\private\clips\second_quarter_0265_10s.mp4,data\private\features\openface\second_quarter_0265_10s.csv,1,
second_quarter_0266_10s,data\private\clips\second_quarter_0266_10s.mp4,data\private\features\openface\second_quarter_0266_10s.csv,1,
third_quarter_0001_10s,data\private\clips\third_quarter_0001_10s.mp4,data\private\features\openface\third_quarter_0001_10s.csv,1,
third_quarter_0002_10s,data\private\clips\third_quarter_0002_10s.mp4,data\private\features\openface\third_quarter_0002_10s.csv,1,
third_quarter_0003_10s,data\private\clips\third_quarter_0003_10s.mp4,data\private\features\openface\third_quarter_0003_10s.csv,1,
third_quarter_0004_10s,data\private\clips\third_quarter_0004_10s.mp4,data\private\features\openface\third_quarter_0004_10s.csv,0,low_success_ratio
third_quarter_0005_10s,data\private\clips\third_quarter_0005_10s.mp4,data\private\features\openface\third_quarter_0005_10s.csv,1,
third_quarter_0006_10s,data\private\clips\third_quarter_0006_10s.mp4,data\private\features\openface\third_quarter_0006_10s.csv,0,too_few_success_frames
third_quarter_0007_10s,data\private\clips\third_quarter_0007_10s.mp4,data\private\features\openface\third_quarter_0007_10s.csv,1,
third_quarter_0008_10s,data\private\clips\third_quarter_0008_10s.mp4,data\private\features\openface\third_quarter_0008_10s.csv,1,
third_quarter_0009_10s,data\private\clips\third_quarter_0009_10s.mp4,data\private\features\openface\third_quarter_0009_10s.csv,1,
third_quarter_0011_10s,data\private\clips\third_quarter_0011_10s.mp4,data\private\features\openface\third_quarter_0011_10s.csv,1,
third_quarter_0012_10s,data\private\clips\third_quarter_0012_10s.mp4,data\private\features\openface\third_quarter_0012_10s.csv,1,
third_quarter_0013_10s,data\private\clips\third_quarter_0013_10s.mp4,data\private\features\openface\third_quarter_0013_10s.csv,1,
third_quarter_0014_10s,data\private\clips\third_quarter_0014_10s.mp4,data\private\features\openface\third_quarter_0014_10s.csv,0,too_few_success_frames
third_quarter_0015_10s,data\private\clips\third_quarter_0015_10s.mp4,data\private\features\openface\third_quarter_0015_10s.csv,0,too_few_success_frames
third_quarter_0016_10s,data\private\clips\third_quarter_0016_10s.mp4,data\private\features\openface\third_quarter_0016_10s.csv,1,
third_quarter_0017_10s,data\private\clips\third_quarter_0017_10s.mp4,data\private\features\openface\third_quarter_0017_10s.csv,0,too_few_success_frames
third_quarter_0018_10s,data\private\clips\third_quarter_0018_10s.mp4,data\private\features\openface\third_quarter_0018_10s.csv,0,too_few_success_frames
third_quarter_0019_10s,data\private\clips\third_quarter_0019_10s.mp4,data\private\features\openface\third_quarter_0019_10s.csv,0,too_few_success_frames
third_quarter_0020_10s,data\private\clips\third_quarter_0020_10s.mp4,data\private\features\openface\third_quarter_0020_10s.csv,0,low_success_ratio
third_quarter_0021_10s,data\private\clips\third_quarter_0021_10s.mp4,data\private\features\openface\third_quarter_0021_10s.csv,1,
third_quarter_0022_10s,data\private\clips\third_quarter_0022_10s.mp4,data\private\features\openface\third_quarter_0022_10s.csv,1,
third_quarter_0023_10s,data\private\clips\third_quarter_0023_10s.mp4,data\private\features\openface\third_quarter_0023_10s.csv,1,
third_quarter_0024_10s,data\private\clips\third_quarter_0024_10s.mp4,data\private\features\openface\third_quarter_0024_10s.csv,0,too_few_success_frames
third_quarter_0025_10s,data\private\clips\third_quarter_0025_10s.mp4,data\private\features\openface\third_quarter_0025_10s.csv,1,
third_quarter_0026_10s,data\private\clips\third_quarter_0026_10s.mp4,data\private\features\openface\third_quarter_0026_10s.csv,1,
third_quarter_0027_10s,data\private\clips\third_quarter_0027_10s.mp4,data\private\features\openface\third_quarter_0027_10s.csv,0,too_few_success_frames
third_quarter_0028_10s,data\private\clips\third_quarter_0028_10s.mp4,data\private\features\openface\third_quarter_0028_10s.csv,0,too_few_success_frames
third_quarter_0029_10s,data\private\clips\third_quarter_0029_10s.mp4,data\private\features\openface\third_quarter_0029_10s.csv,0,too_few_success_frames
third_quarter_0030_10s,data\private\clips\third_quarter_0030_10s.mp4,data\private\features\openface\third_quarter_0030_10s.csv,1,
third_quarter_0031_10s,data\private\clips\third_quarter_0031_10s.mp4,data\private\features\openface\third_quarter_0031_10s.csv,1,
third_quarter_0032_10s,data\private\clips\third_quarter_0032_10s.mp4,data\private\features\openface\third_quarter_0032_10s.csv,0,too_few_success_frames
third_quarter_0033_10s,data\private\clips\third_quarter_0033_10s.mp4,data\private\features\openface\third_quarter_0033_10s.csv,0,too_few_success_frames
third_quarter_0034_10s,data\private\clips\third_quarter_0034_10s.mp4,data\private\features\openface\third_quarter_0034_10s.csv,1,
third_quarter_0035_10s,data\private\clips\third_quarter_0035_10s.mp4,data\private\features\openface\third_quarter_0035_10s.csv,1,
third_quarter_0036_10s,data\private\clips\third_quarter_0036_10s.mp4,data\private\features\openface\third_quarter_0036_10s.csv,1,
third_quarter_0037_10s,data\private\clips\third_quarter_0037_10s.mp4,data\private\features\openface\third_quarter_0037_10s.csv,1,
third_quarter_0038_10s,data\private\clips\third_quarter_0038_10s.mp4,data\private\features\openface\third_quarter_0038_10s.csv,1,
third_quarter_0039_10s,data\private\clips\third_quarter_0039_10s.mp4,data\private\features\openface\third_quarter_0039_10s.csv,1,
third_quarter_0040_10s,data\private\clips\third_quarter_0040_10s.mp4,data\private\features\openface\third_quarter_0040_10s.csv,1,
third_quarter_0042_10s,data\private\clips\third_quarter_0042_10s.mp4,data\private\features\openface\third_quarter_0042_10s.csv,1,
third_quarter_0043_10s,data\private\clips\third_quarter_0043_10s.mp4,data\private\features\openface\third_quarter_0043_10s.csv,0,low_success_ratio
third_quarter_0044_10s,data\private\clips\third_quarter_0044_10s.mp4,data\private\features\openface\third_quarter_0044_10s.csv,1,
third_quarter_0045_10s,data\private\clips\third_quarter_0045_10s.mp4,data\private\features\openface\third_quarter_0045_10s.csv,0,low_success_ratio
third_quarter_0046_10s,data\private\clips\third_quarter_0046_10s.mp4,data\private\features\openface\third_quarter_0046_10s.csv,1,
third_quarter_0047_10s,data\private\clips\third_quarter_0047_10s.mp4,data\private\features\openface\third_quarter_0047_10s.csv,1,
third_quarter_0048_10s,data\private\clips\third_quarter_0048_10s.mp4,data\private\features\openface\third_quarter_0048_10s.csv,1,
third_quarter_0049_10s,data\private\clips\third_quarter_0049_10s.mp4,data\private\features\openface\third_quarter_0049_10s.csv,1,
third_quarter_0050_10s,data\private\clips\third_quarter_0050_10s.mp4,data\private\features\openface\third_quarter_0050_10s.csv,0,too_few_success_frames
third_quarter_0051_10s,data\private\clips\third_quarter_0051_10s.mp4,data\private\features\openface\third_quarter_0051_10s.csv,1,
third_quarter_0052_10s,data\private\clips\third_quarter_0052_10s.mp4,data\private\features\openface\third_quarter_0052_10s.csv,0,too_few_success_frames
third_quarter_0053_10s,data\private\clips\third_quarter_0053_10s.mp4,data\private\features\openface\third_quarter_0053_10s.csv,0,too_few_success_frames
third_quarter_0054_10s,data\private\clips\third_quarter_0054_10s.mp4,data\private\features\openface\third_quarter_0054_10s.csv,1,
third_quarter_0055_10s,data\private\clips\third_quarter_0055_10s.mp4,data\private\features\openface\third_quarter_0055_10s.csv,1,
third_quarter_0056_10s,data\private\clips\third_quarter_0056_10s.mp4,data\private\features\openface\third_quarter_0056_10s.csv,1,
